ano,barrio,titulo,id,descripcion,direccion,longlat,presupuesto,tema,temaResumen,temaScrolli,subtema,beneficiarios,obrasOCampana,votos,estado
2017,CARAPACHAY,Bomberos Voluntarios de Vicente López,246,Compra de dos equipos de respiración autónoma y un desfibrilador automático para el Destacamento,Antártida Argentina y José Ingenieros ,"-34.5229229,-58.5342684",162330,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,540,FINALIZADO
2017,CARAPACHAY,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,247,Compra e instalación de cámaras,Ubicación random dentro del barrio,"-34.530507, -58.539002",399335,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,447,FINALIZADO
2017,CARAPACHAY,Campaña de concientización sobre convivencia responsable con animales de compañía,248,Talleres en escuelas del barrio,Ubicación random dentro del barrio,"-34.528951, -58.533380",126500,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,NIÑOS,2,96,FINALIZADO
2017,CARAPACHAY,Campaña educativa en higiene urbana y reciclado,249,Campaña educativa en higiene urbana y reciclado,Ubicación random dentro del barrio,"-34.528067, -58.535998",100979,AMBIENTE,AMBIENTE,AMBIENTE,HIGIENE URBANA,POBLACIÓN EN GENERAL,2,80,FINALIZADO
2017,CARAPACHAY,Campañas de prevención sobre adicciones y enfermedades de transmisión sexual.,250,Folletería para varias  campañas ,Ubicación random dentro del barrio,"-34.527059, -58.534765",67750,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,SALUD,POBLACIÓN EN GENERAL,2,54,FINALIZADO
2017,CARAPACHAY,Escuela Primaria Nº 18,251,Ampliación de la biblioteca,Drysdale 5615,"-34.527256, -58.534952",850917,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,193,FINALIZADO
2017,CARAPACHAY,Escuela Secundaria Nº 3,252,Renovación de los pisos del SUM,Drysdale 5635,"-34.5271689,-58.5359963",655198,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES,1,437,FINALIZADO
2017,CARAPACHAY,Hospital Municipal Bernardo Houssay,253,2 sillas de ruedas para la guardia,Pres. Hipólito Yrigoyen 1757,"-34.5238104,-58.4902366",10376,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,204,FINALIZADO
2017,CARAPACHAY,Mejoramiento de iluminación,254,Mejoramiento de iluminación,C Tejedor entre Castelli y Albarellos y en Acasusso 6200/6300,"-34.5285322,-58.5421131",100,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,97,FINALIZADO
2017,CARAPACHAY,Rediseño de la Plazoleta de la Madre,255,Rediseño Plazoleta de la Madre,Juan Jose Castelli y Martin Rodriguez,"-34.5267627,-58.5380487",1175211,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,PLAZAS Y PASEOS,POBLACIÓN EN GENERAL,1,38,FINALIZADO
2017,CARAPACHAY,Reposición de árboles en el barrio,256,Reposición de árboles en el barrio,Ubicación random dentro del barrio,"-34.531608, -58.534577",120413,AMBIENTE,AMBIENTE,AMBIENTE,ARBOLADO,POBLACIÓN EN GENERAL,1,101,FINALIZADO
2017,CARAPACHAY,Semáforos peatonales,257,Semáforos peatonales,Av Independencia e Ituzaingó y en H Quiroga y J J Castelli,"-34.52784915,-58.53729097",221920,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,74,FINALIZADO
2017,FLORIDA ESTE,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,258,Compra e instalación de cámaras,Ubicación random dentro del barrio,"-34.526737, -58.487000",1529709,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,335,FINALIZADO
2017,FLORIDA ESTE,Campaña sobre el uso responsable del agua en escuelas públicas del barrio.,259,Realización de talleres teatrales,Escuelas Primarias y Jardines de Infantes del Barrio,"-34.5235447,-58.4836736",195000,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,NIÑOS,2,110,FINALIZADO
2017,FLORIDA ESTE,Centro de Jubilados Amigos de la Estación Florida,260,Embaldosar el patio,Av Gral José de San Martín 2442,"-34.5295099,-58.4970729",325127,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,ADULTOS MAYORES,1,306,FINALIZADO
2017,FLORIDA ESTE,Escuela Secundaria Nº 7,261,"Reparación de filtraciones, compra de ventiladores para las aulas, pupitres,sillas y provisión de pizarras",Arenales 1945,"-34.5257182,-58.4900113",1726423,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES,1,526,FINALIZADO
2017,FLORIDA ESTE,Hospital Municipal Bernardo Houssay,262,Adquisicion de 2 electrocardiógrafos y 2 equipos de monitoreo de presión ambulatorios,Pres. Hipólito Yrigoyen 1757,"-34.5238104,-58.4902366",92112,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,673,FINALIZADO
2017,FLORIDA ESTE,Hospital Municipal Bernardo Houssay,263,Adquisición de equipo de respiración asistida para la terapia intensiva,Pres. Hipólito Yrigoyen 1757,"-34.5238104,-58.4902366",207490,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,1052,FINALIZADO
2017,FLORIDA ESTE,Jardín Maternal Municipal Nº 13,264,"Techo translúcido y cerramientos laterales en un sector del patio, bajar pared y colocar cerca con una puerta para separar huerta de la Secretaría de Educación",Carlos Francisco Melo 1861,"-34.5315318,-58.4847113",616174,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,209,FINALIZADO
2017,FLORIDA ESTE,Soc. de Fomento Aristóbulo del Valle,265,Construir baño adaptado a personas con discapacidad,Agustin Alvarez 1538,"-34.53386507,-58.4790986",339889,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,PERSONAS CON DISCAPACIDAD,1,1044,FINALIZADO
2017,FLORIDA ESTE,ZOONOSIS,266,Monitor multiparamétrico de signos vitales,Bermúdez 3484,"-34.5113269,-58.5148345",60400,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,ANIMALES DE COMPAÑÍA,1,192,FINALIZADO
2017,FLORIDA OESTE,Jardín Maternal Municipal Nº 8,267,"Construcción de un alero en la entrada, pintura del frente y equipo de aire acondicionado para el SUM",Santa Rosa 4148,"-34.54284977,-58.51320582",525620,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,429,FINALIZADO
2017,FLORIDA OESTE,Centro Barrial Infantil Las Flores,268,"Juegos de plaza blanda, mesa de tejo, materiales para iniciación deportiva y computadoras",Berutti 822,"-34.5498062,-58.52172696",292680,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS DE POBLACIÓN VULNERABLE,1,377,FINALIZADO
2017,FLORIDA OESTE,"Escuela Primaria Municipal ""Manuel Dorrego""",269,Compra e instalación de un ascensor,Posadas 1115,"-34.5454007,-58.5194182",2526351,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,941,FINALIZADO
2017,FLORIDA OESTE,Escuela Secundaria Básica Nº 8,270,Equipamiento para laboratorio y equipamiento informático,Francia 3536,"-34.5328568,-58.5136471",298425,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,325,FINALIZADO
2017,FLORIDA OESTE,Instituto de Formación Docente y Técnica Nº 77,271,Equipamiento para un set de televisión,Francia 3536,"-34.5328568,-58.5136471",480536,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES Y ADULTOS,1,617,FINALIZADO
2017,FLORIDA OESTE,Jardín de Infantes Nº 912,272,"11 ventiladores de pared, piso antigolpes y un juego infantil",Roca 3962,"-34.54087854,-58.51162379",418210,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,646,FINALIZADO
2017,FLORIDA OESTE,Jardín Maternal Municipal Nº 3,273,Construcción de un SUM,Franklin 1785,"-34.53975218,-58.52081463",1708775,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,531,FINALIZADO
2017,LA LUCILA,Barrio El Ceibo,274,Mejoramiento del entorno ambiental.,Bermúdez y Alte. Brown,"-34.5113269,-58.5148345",1000000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN VULNERABLE,1,243,FINALIZADO
2017,LA LUCILA,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,275,Compra e instalación de cámaras,Ubicación random dentro del barrio,"-34.501183, -58.489488",519430,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,133,FINALIZADO
2017,LA LUCILA,Centro Barrial Infantil El Ceibo,276,Compra de computadoras y A A para una biblioteca infantil,Almirante Brown 3663,"-34.496599, -58.480762",62480,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS DE POBLACIÓN VULNERABLE,1,193,FINALIZADO
2017,LA LUCILA,"Escuela Primaria Nº 16 ""Marcelino Ugarte""",277,Corte de raíces y reparación de las veredas,Dr Tomás Anchorena 901,"-34.49955308,-58.49057007",1884658,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,326,FINALIZADO
2017,LA LUCILA,Estacionamiento para personas con discapacidad,278,Señalización de estacionamiento para personas con discapacidad,Rawson y Anchorena - Debenedetti y Rawson,"-34.4979438,-58.4913703",127050,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,PERSONAS CON DISCAPACIDAD,1,26,FINALIZADO
2017,LA LUCILA,Hospital Municipal Bernardo Houssay,279,Equipo de radiología digital,Pres. Hipólito Yrigoyen 1757,"-34.5238104,-58.4902366",1858800,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,175,FINALIZADO
2017,LA LUCILA,Reducidores de velocidad,280,Reducidores de velocidad,Salta y Roma,"-34.5046959,-58.4917792",14311,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,15,FINALIZADO
2017,MUNRO,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,281,Compra e instalación de cámaras,Ubicación random dentro del barrio,"-34.536827, -58.525466",1081990,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,523,FINALIZADO
2017,MUNRO,Escuela Primaria N° 19,282,Pintura interior para la Escuela,ARMENIA 2449,"-34.5300931,-58.5217481",509085,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,584,FINALIZADO
2017,MUNRO,Escuela Secundaria N° 5,283,"Equipamiento para sala de informática, reja con puerta en la entrada, mesada con bacha y pedestal para el mástil",Sargento Cabral 2728,"-34.54284977,-58.51320582",612534,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES,1,782,FINALIZADO
2017,MUNRO,Jardín de Infantes Municipal Nº 3,284,"Techado de terraza, piso antigolpes y mueble para elementos de gimnasia",José Hernández 4527,"-34.52884952,-58.52314699",2250000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,314,FINALIZADO
2017,MUNRO,"Jardín Maternal Municipal Nº 15 ""San Juan Macías""",285,Baño para el personal,Panamá 3948,"-34.51409125,-58.52617431",190781,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,339,FINALIZADO
2017,MUNRO,Mejoramiento de iluminación,286,Mejoramiento de iluminación,Borges y Av.Mitre hasta Borges y Panama- Sargento Cabral 2728,"-34.54284977,-58.51320582",100,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,552,FINALIZADO
2017,MUNRO,Rampas en Esquinas,287,Rampas en cercanía de la Plaza Alem,Alem y Marconi - Sgto Cabral y Gutiérrez,"-34.5296451,-58.5216004",239720,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,RAMPAS,POBLACIÓN EN GENERAL,1,156,FINALIZADO
2017,MUNRO,Reducidores de velocidad,288,Reducidores de velocidad,Borges y Coquimbo,"-34.5195277,-58.5191154",14311,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,49,FINALIZADO
2017,OLIVOS,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,289,Compra e instalación de cámaras,Ubicación random dentro del barrio,"-34.516364, -58.503139",1363032,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,625,FINALIZADO
2017,OLIVOS,Campaña de arbolado,290,Plantar árboles en el barrio,Ubicación random dentro del barrio,"-34.518626, -58.493353",74550,AMBIENTE,AMBIENTE,AMBIENTE,ARBOLADO,POBLACIÓN EN GENERAL,1,309,FINALIZADO
2017,OLIVOS,Campaña de higiene urbana y reciclado en el barrio,291,Campaña de higiene urbana y reciclado en el barrio,Ubicación random dentro del barrio,"-34.515797, -58.495329",98879,AMBIENTE,AMBIENTE,AMBIENTE,HIGIENE URBANA,POBLACIÓN EN GENERAL,2,514,FINALIZADO
2017,OLIVOS,Campaña sobre promoción de la lectura,292,Realización de talleres teatrales,Escuelas Primarias y Jardines de Infantes del Barrio,"-34.5235447,-58.4836736",260000,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,NIÑOS,2,348,FINALIZADO
2017,OLIVOS,Centro Barrial Infantil La Loma,293,Compra de materiales para iniciación deportiva,Adolfo Bellocq 3378,"-34.5157121,-58.5178584",315658,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,NIÑOS DE POBLACIÓN VULNERABLE,1,236,FINALIZADO
2017,OLIVOS,Escuela de Educación Especial Nº 502,294,"Generar una cocina-taller, compras utensillos, equipamiento para la misma y capacitar a los alumnos en gastronomía",Pedro Goyena 3264,"-34.5132885,-58.5073461",596877,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS Y JÓVENES CON DISCAPACIDAD,1,1080,FINALIZADO
2017,OLIVOS,Escuela Primaria Nº 31,295,"Remodelar cocina, comprar pizarras, 15 pupitres dobles, 30 sillas y un escenario-tarima rebatible",Marconi 3035,"-34.5226735,-58.5055483",1002771,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,789,FINALIZADO
2017,OLIVOS,"Escuela Secundaria Municipal ""Paula Albarracín de Sarmiento""",296,Construir un stand de venta de productos gastronómicos,Juan Bautista Alberdi 1227,"-34.5092733,-58.4882185",992389,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES,1,688,FINALIZADO
2017,OLIVOS,Jardín Maternal Municipal Nº 12,297,Colocar pisos antigolpes,Acassuso 1932,"-34.5264114,-58.537442",68610,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,766,FINALIZADO
2017,OLIVOS,Reducidores de velocidad,298,Reducidores de velocidad,"Bouchard y Repetto - Bellocq, Rosetti, Basavilbaso, Aguirre y Miguel Cané - Olaguer y Feliú e H. de la Quintana - Rosetti y Belzú","-34.5107109,-58.5235561",57244,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,82,FINALIZADO
2017,VICENTE LÓPEZ,Bomberos Voluntarios de Vicente López,299,Equipo completo para rescate vehicular para el Cuartel Central,Av Maipu 1669,"-34.52238138,-58.48455087",779300,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,1038,FINALIZADO
2017,VICENTE LÓPEZ,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,300,Compra e instalación de cámaras,Ubicación random dentro del barrio,"-34.531116, -58.477992",175808,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,345,FINALIZADO
2017,VICENTE LÓPEZ,Campaña de concientización sobre higiene urbana y reciclado,301,Material gráfico para apoyo de campañas y provisión de cestos papeleros para el Vial Costero y las principales avenidas,Vial Costero y las principales avenidas,"-34.531822, -58.469837",290500,AMBIENTE,AMBIENTE,AMBIENTE,RECICLADO,POBLACIÓN EN GENERAL,2,123,FINALIZADO
2017,VICENTE LÓPEZ,Campañas de convivencia responsable con animales de compañía,302,Folletería y realización de talleres,Escuelas Primarias y Jardines de Infantes del Barrio,"-34.5235447,-58.4836736",112500,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,NIÑOS,2,156,FINALIZADO
2017,VICENTE LÓPEZ,Centro de Adultos Mayores Activos,303,Compra de proyector y notebook,Juan Carlos Cruz 150,"-34.5300742,-58.4675063",26960,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,ADULTOS MAYORES,1,178,FINALIZADO
2017,VICENTE LÓPEZ,Centro de Adultos Mayores Activos,304,"Construcción de un stand gastronómico: heladera industrial, microondas, bacha y mostrador",Juan Carlos Cruz 150,"-34.5300742,-58.4675063",899017,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,ADULTOS MAYORES,1,233,FINALIZADO
2017,VICENTE LÓPEZ,Escuela Primaria Nº 8,305,Instalación de cubierta en el sector de la entrada sobre San Martín. Obras de albañilería de revoques interiores y exteriores,Av Maipu 1527,"-34.5235447,-58.4836736",770873,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,268,FINALIZADO
2017,VICENTE LÓPEZ,Instituto Superior de Formación Docente Nº 39,306,"2º etapa del Ctro. Cultural ""Jean Piaget"" y provision de pizarras blancas",AGUSTIN ALVAREZ 1459,"-34.5330424,-58.4775113",833454,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,POBLACIÓN EN GENERAL,1,1043,FINALIZADO
2017,VICENTE LÓPEZ,Mejoramiento de iluminación,307,Mejoramiento de iluminación,Arenales y Av Maipú hasta Arenales y Madero - Italia y Av Libertador hasta Italia y J Diaz de Solis,"-34.520638,-58.4814533",100,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,118,FINALIZADO
2017,VICENTE LÓPEZ,Mejoramiento de iluminación ,308,Mejoramiento de iluminación ,25 de mayo y Aguado hasta 25 de mayo y Melo - A.Alsina y Maipu hasta A.Alsina y Azcuénaga,"-34.5299719,-58.4809226",100,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,121,FINALIZADO
2017,VICENTE LÓPEZ,Reducidores de velocidad,309,Reducidores de velocidad,Laprida y J Carlos Cruz,"-34.5343866,-58.4670237",14311,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,49,FINALIZADO
2017,VILLA ADELINA,AVAPEA - Plaza Ader,310,Construcción de un Salón de Usos Múltiples (1º etapa),SANTIAGO DEL ESTERO Y TRIUNVIRATO,"-34.530253, -58.549860",2025268,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,ADULTOS MAYORES,1,191,FINALIZADO
2017,VILLA ADELINA,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,311,Compra e instalación de cámaras,Ubicación random dentro del barrio,"-34.514187, -58.537348",196695,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,214,FINALIZADO
2017,VILLA ADELINA,Colocación de semáforo,312,Colocación de semáforo,Paraná y Guido/ Av Ader y Santiago del Estero,"-34.529239,-58.5507893",372077,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,237,FINALIZADO
2017,VILLA ADELINA,Escuela de Educación Técnica Nº 1,313,"Cubierta en un sector del patio, reacondicionamiento de baños de PB",Cerrito 3966,"-34.529122, -58.550004",2000000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES,1,476,FINALIZADO
2017,VILLA ADELINA,Jardín de Infantes Municipal Nº 7,314,10 computadoras para uso de los niños,Cajaraville 4038,"-34.5259399,-58.5476816",249100,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,391,FINALIZADO
2017,VILLA ADELINA,Jardín de Infantes Nº 907,315,"3 equipos de aire acondicionado frío-calor para aulas, 1 para la biblioteca, 2 para el SUM (incluye el nuevo circuito eléctrico para los equipos) y 2 equipos de computación",Cosme Argerich 3501,"-34.53181277,-58.54379457",344305,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,288,FINALIZADO
2017,VILLA ADELINA,Mejoramiento de iluminación,316,Mejoramiento de iluminación,Paraná y G Méndez,"-34.5185206,-58.5393085",100,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,22,FINALIZADO
2017,VILLA MARTELLI,Bomberos Voluntarios de Vicente López,317,Compra de 2 equipos de respiración autónoma y 1 desfibrilador automático para el Destacamento de Villa Martelli,Av. Constituyentes y Zufriategui,"-34.557967, -58.518997",162330,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,452,FINALIZADO
2017,VILLA MARTELLI,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,318,Compra e instalación de cámaras,Ubicación random dentro del barrio,"-34.550631, -58.513032",501322,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,307,FINALIZADO
2017,VILLA MARTELLI,Campaña sobre promoción de la lectura,319,Talleres teatrales en escuelas públicas del barrio,Escuelas Primarias y Jardines de Infantes en el Barrio,"-34.5407616,-58.5032438",195000,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,NIÑOS,2,104,FINALIZADO
2017,VILLA MARTELLI,Centro Barrial Infantil Habana,320,"Provisión de mesas, bancos, sillas, escritorios, armarios y 6 equipos de aire acondicionado frío calor",Habana 170,"-34.556351, -58.519075",323745,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS DE POBLACIÓN VULNERABLE,1,217,FINALIZADO
2017,VILLA MARTELLI,Centro de la Tercera Edad Barrio Parque,321,Provisión de un equipo de aire acondicionado frío calor,Saubidet 3794,"-34.55041276,-58.5016231",16000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,ADULTOS MAYORES,1,42,FINALIZADO
